gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
SPATA7,164.9430498921848,0.025830459870648227,0.11630817758582279,0.38051268718315256,0.8369998199364124
DANT2,23.55964088321438,-0.019454266867798282,0.11636533924601404,0.380534475897557,0.8369998199364124
MAGEA1,3570.0745849149207,0.041462741229971636,0.11376808704138132,0.3805790969873942,0.8369998199364124
KDM2A,4022.1632028539047,-0.05259142566196512,0.1105446344104496,0.38061226956329963,0.8369998199364124
NKPD1,63.727009854608475,-0.02133847350794291,0.11636355171722886,0.38065576460725953,0.8369998199364124
EPPK1,417.3411627384162,-0.030198078369871078,0.11593180077387888,0.3806923835767871,0.8369998199364124
TICRR,1673.8492155357915,-0.041570530552636396,0.11243606813508711,0.38076138973793694,0.8369998199364124
CDH11,77.37543067675533,0.03412539104216888,0.11549174732967518,0.3807780674881808,0.8369998199364124
KLHL20,741.3365289828043,-0.0401086653484224,0.11738427073138988,0.38082668985243034,0.8369998199364124
ZNF512B,3106.816304365418,-0.04407715071456768,0.1123997197437742,0.38082916681257056,0.8369998199364124
ATF7IP2,293.44324974577,0.041968326988533346,0.11310580023621661,0.3809962151877757,0.8372066472443406
PRKAB1,1438.1298279382354,0.044058837348379565,0.11203668611560047,0.3810397493361033,0.8372066472443406
TSPAN6,743.9353679808673,0.04360615089563607,0.11262786468669686,0.3810670888081346,0.8372066472443406
PHF13,1543.3452389753954,0.03736592375131638,0.11471914332581384,0.38128453753570735,0.8374588597466754
MAPK10,8.798202824241578,0.009216686128410033,0.11629459584130558,0.3813036491891191,0.8374588597466754
ANKRD24,740.1907921149788,-0.04208822161307881,0.11273634253375982,0.3813257474064111,0.8374588597466754
PPME1,1972.1234806163175,0.04308197774548783,0.11260160076277177,0.38143567002600554,0.8375797488670658
GNL1,4431.209064002195,0.04121159558017819,0.11348076701248885,0.3814925731779698,0.8375797488670658
ZNF274,938.0601300338825,-0.036445383147867105,0.1141349677328915,0.3815599889400454,0.8375797488670658
THAP8,147.1576331342965,-0.030804379349309425,0.11584529992603192,0.3815726341036632,0.8375797488670658
DNAJB2,1556.5455040958204,0.04371507737832734,0.1126845546337213,0.3817633008243503,0.8378929603614997
RNU2-7P,20.295630390229125,0.0175093029275257,0.11638596106641583,0.38183718812184364,0.8379498182156166
NMT2,416.33382699072655,-0.04776879529872604,0.10852224011313402,0.3819484822982341,0.8379803118386476
SLIT2,193.0704207005873,-0.036784187866689515,0.11474074060779788,0.3820120731281328,0.8379803118386476
CAPN3,26.21624988340156,-0.012497125897131462,0.11632399788772091,0.38203003173516586,0.8379803118386476
PSMC4,3708.193961356083,0.034765093403474064,0.11535653139555636,0.3820430166547934,0.8379803118386476
FGF13,2802.2309688200403,0.04750095878615053,0.1090023366654593,0.3821920891179805,0.8379806550327278
DNAH2,1556.8633510177826,-0.030707967290111524,0.11581064269471414,0.3822100772115301,0.8379806550327278
NLN,2606.5254766971043,-0.04928866881700959,0.10755340681332262,0.3822678359009851,0.8379806550327278
SIPA1,879.7697571999178,0.03383119920538181,0.1152748438638008,0.3822789206234269,0.8379806550327278
FAM234A,2249.1578767638553,0.03430440764442055,0.11510158444219745,0.38228541876151184,0.8379806550327278
MVB12A,1672.859864966159,0.02512427737322184,0.11569921857472801,0.3823310730245519,0.8379806550327278
INSIG1,8326.801787232916,0.04854376138115401,0.10558619149456994,0.38241684950132376,0.8380143641277021
ABCC4,167.41810232814035,-0.03633379065215369,0.11484485916375216,0.38247194430197495,0.8380143641277021
ZNF227,478.6799781504173,-0.027786534899747358,0.11608554107955142,0.3824904086384513,0.8380143641277021
LARP1,13166.632812653246,-0.04704233088345358,0.1089775924221846,0.38258678832111376,0.8380389067504695
TRIM52,1499.8748189163887,-0.030706178160090074,0.11578837082352214,0.3826300295996944,0.8380389067504695
ADAT2,1223.1082906428658,-0.02990443508472717,0.11577850286439355,0.38264557045512165,0.8380389067504695
G6PD,843.7755878178968,0.03582428311041886,0.11508065306707727,0.3828068387507908,0.8381216470488724
FAR2,4239.917604973337,-0.04691420812086728,0.11096774999545841,0.38284608304172413,0.8381216470488724
OR2AG2,17.533966359665843,-0.018231028727675565,0.11633955688509413,0.38287452718778553,0.8381216470488724
GBF1,4357.514853717795,-0.04986388519811351,0.10559853891211354,0.3828753149425048,0.8381216470488724
ZNF729,32.133766701713675,-0.018757010751311885,0.11634806415744216,0.38307088583864657,0.8383857980390248
ZFAND2A,807.158206726914,0.03461683773341038,0.11520325737336987,0.3830919988749094,0.8383857980390248
STAG3L1,532.8690347469377,-0.04447469953384121,0.11056891608262767,0.38318044965072057,0.8384742980453808
SUGT1P4-STRA6LP,43.28591382324344,-0.01806996689276581,0.1163378548576257,0.38324886644301437,0.8385189430670011
TUBA1C,9649.65408317781,0.0290892820907039,0.11608697411022743,0.3834076720145501,0.838761315803846
PIM2,761.1569139493445,0.041801732669739654,0.11303179207513563,0.38354336933558597,0.8388521310259646
GOLGA8T,8.612874295845428,-0.013066396843366634,0.11632221437036099,0.38359966889643277,0.8388521310259646
PPFIA2,151.67810982353083,0.017944504241266316,0.11639285409361917,0.383625943468224,0.8388521310259646
RAB27A,520.532126710489,-0.040133277452382154,0.11376431522936878,0.3836754951058968,0.8388521310259646
DERL1,3027.8979739933125,0.04179003039660035,0.1129842537398477,0.38371715758995417,0.8388521310259646
HPN,732.4636215705901,0.041306424388930285,0.11320252683684243,0.38373738403380847,0.8388521310259646
NUDT16,2137.479480713821,-0.04636568501564478,0.10958332255896924,0.38384468236938923,0.8389816686982495
YDJC,1672.4123305974317,0.02872403154417014,0.11609478623250825,0.3840654789194875,0.8393592196032948
LITATS1,11.496472867792372,0.015233154629656947,0.11635367256145872,0.38412806937269106,0.8393703285551425
ZMPSTE24,3017.089968745094,-0.04459492574915792,0.11085690958946698,0.38426550307280893,0.8393703285551425
ESYT3,212.18829019289578,-0.029464588626011593,0.11589391766167373,0.38427051951994534,0.8393703285551425
LIN9,1634.2129704269882,0.038293451964200885,0.1144242567802407,0.38428362758623574,0.8393703285551425
MIER2,536.5048598479451,0.04028206291777511,0.11358952685637973,0.3843483674332656,0.8393703285551425
MIR4435-2HG,28.90479967473151,-0.02677964323284608,0.11611647105745763,0.38435893938705196,0.8393703285551425
FMN1,16.157248805923576,-0.01865695416180289,0.11634288523633075,0.3844720593126427,0.8393842092302378
ZMYM3,2859.625388139281,0.04824821744774413,0.10836657041243679,0.38449545305994015,0.8393842092302378
THAP7,1139.491469929316,0.02793343573813005,0.1160532404638085,0.38456082796286456,0.8393842092302378
BGLAP,16.793805412497626,-0.01885801898198927,0.11633357948625964,0.3845610953921431,0.8393842092302378
ESS2,820.948638167798,0.0384042870132014,0.11424944671738646,0.3846107136358186,0.8393842092302378
CEBPG,3818.9450393811817,0.048949553109068386,0.10812513704048073,0.384653677649427,0.8393842092302378
THOC2,3855.903745111611,-0.023575646246712215,0.11625401082585368,0.38487705956320134,0.8397667376576397
PHOSPHO2,118.5939675125632,-0.03387149994825084,0.11526671367191754,0.3849592183170832,0.8398410729156204
KYAT3,765.0272838400136,0.04574407245993355,0.11026534650487793,0.38516005673123493,0.8399399127706094
NRG4,20.163339238742438,-0.012132337129464196,0.11630842169478015,0.38516122144402487,0.8399399127706094
FBXO45,2342.477356928996,-0.04980977258122942,0.1046627504588949,0.38516917459946987,0.8399399127706094
BRAF,2448.8927141622335,-0.031607909349425395,0.11562838258617938,0.38528822084649633,0.8399399127706094
ADA,91.57200280160238,0.027997682459554068,0.11606315605028741,0.3853112365417544,0.8399399127706094
IKZF4,394.3625944891557,-0.04055343749788104,0.11312817220674061,0.38534423598317274,0.8399399127706094
ZNF586,927.7849624813216,-0.04491389458894709,0.10616735875542153,0.3853505059894426,0.8399399127706094
CACFD1,646.8048811789209,0.030718841938509486,0.11583872343703797,0.385408170190634,0.8399399127706094
SNRPD3,4343.794128261007,0.04821888100025545,0.10906493269761511,0.38543738324230786,0.8399399127706094
BAALC,7.821885741323071,-0.011166144560163935,0.11629439558922061,0.3855140581390008,0.8400021848208995
TBCCD1,804.5828931412574,-0.04516053128558522,0.10947650407746508,0.3858019871249857,0.8401476340060245
SLC41A1,1264.8970866354778,-0.045733865151155816,0.1102742339455971,0.3858043042664636,0.8401476340060245
AQP11,69.2230083883858,-0.02737314360908592,0.11604141533377252,0.3858197076585638,0.8401476340060245
GMPPA,844.7966424305247,0.03709460859397883,0.11465492475427842,0.38582423784878733,0.8401476340060245
TRIM37,2655.097220869175,-0.04571745252733803,0.11048902649916957,0.38584585393582294,0.8401476340060245
SNORA53,21.95072803249821,-0.0198758624213222,0.11631350069134874,0.38590307789658734,0.8401476340060245
USP6NL,873.7374712404821,-0.04601765487867197,0.10963815043031894,0.3859175629865053,0.8401476340060245
NOTUM,22.395462076649675,0.018231334097549526,0.11635539310171787,0.38603731956893117,0.8401775953995143
NUBP2,3682.4572063559485,0.026411144225211403,0.11619770131632469,0.38613730867813806,0.8401775953995143
CYKILR,69.42592024760563,-0.02806764352847241,0.11596253505918026,0.3861780730136868,0.8401775953995143
HEATR4,87.33272381340062,-0.02599518832282162,0.1161193632492709,0.3861819662391425,0.8401775953995143
FZD4,740.1394303297017,-0.04546035517187062,0.10955730357821979,0.3862005208285164,0.8401775953995143
CNTNAP5,358.7337410837486,-0.0267461876564196,0.11606525538338974,0.3862419615364638,0.8401775953995143
NGDN,1531.6563184967306,0.043974765143982915,0.11248716930450026,0.38626808941036994,0.8401775953995143
SNRPN,933.054779459268,0.03370644928256416,0.11523098955019759,0.3863801229011284,0.8403166209645462
MRPS7,3525.458423041337,0.02715372421165465,0.11586967153960967,0.3864803440231867,0.8404299250430747
ADCK5,631.7341313351329,0.04299214665505304,0.1123278097092916,0.3866652282604865,0.840478305842093
VCX,42.39618111235226,0.028217708523105154,0.11603073539898567,0.386673558970269,0.840478305842093
AKAP17A,10.60418114980489,-0.014539435355252447,0.1163121827134172,0.38669538995154407,0.840478305842093
BARHL1,9.217233458835103,-0.013413731167297376,0.11631000228977431,0.38680431883286476,0.840478305842093
UBE2D1,594.0984327170057,0.03311065129225546,0.11544849755897268,0.3868088467041618,0.840478305842093
MAGEA12,1918.4028322109516,0.03659726490102706,0.11435556569023941,0.38687914364002507,0.840478305842093
GCSAM,35.226634539940086,-0.026538525841528396,0.11606950914215679,0.38694928838777415,0.840478305842093
ZDHHC19,10.758305227676416,0.012963721394834786,0.11632294916672833,0.38697845601898817,0.840478305842093
COQ3,1433.2746275955324,0.03934193532746043,0.11380584338226342,0.3869811613524608,0.840478305842093
ARL10,1017.6753281510777,-0.03649957702077607,0.11402062494861563,0.3869838557762409,0.840478305842093
THUMPD3-AS1,1501.370227179319,-0.03331780188112483,0.11525056002683212,0.38717077086492524,0.8407796993764056
CREB3,1470.06771725016,0.03059608330238684,0.11580439427789098,0.38741665227166433,0.8411222119849728
PHLDB3,630.3954341374371,0.04078773080571407,0.11316285557399657,0.38742482095780584,0.8411222119849728
APTX,3312.2364967188278,0.04379395269100508,0.11180400702660193,0.38751718568397414,0.8412181641746334
ASS1P2,13.966125332027408,-0.010438117168775815,0.11628501136890111,0.3876198027230335,0.8412397664127886
CEP290,686.9260034840803,-0.01845154847397869,0.11630047352903027,0.3876234768852331,0.8412397664127886
ZDHHC13,1241.214405818357,0.04775359658473916,0.10786767204440716,0.3877535121974518,0.8412760243618552
MPV17L2,1218.0212044420991,0.028392882748431922,0.11560569778335061,0.3877614516124541,0.8412760243618552
DNAAF8,41.97034934762559,-0.02483806132005635,0.1161520769387719,0.3878039659128282,0.8412760243618552
RNU6-945P,12.52307345513149,-0.011637065668993328,0.11629215962747096,0.3878328717440046,0.8412760243618552
RNF24,909.544899663738,-0.03200390876890938,0.11479781421846395,0.38800354689039995,0.8414414369189499
CHID1,2538.489322837088,0.030929249154909688,0.11571546872407233,0.3880054908101411,0.8414414369189499
REXO4,1819.3104670013608,0.03960025248865021,0.11367335268778966,0.38808738813632054,0.841508771553355
ITPA,4504.296530638869,0.021343643473336678,0.11471188742869375,0.38813291083728096,0.841508771553355
OR7E128P,72.15464691180175,-0.027128039164206138,0.11599410793657365,0.38820909029174566,0.8415694579015699
DDHD1,1270.8906902691829,-0.028484742626726213,0.11587407155148352,0.38846934701553093,0.8417542126112146
KCNH1,21.51895447455183,0.023302397521744442,0.11624402574744912,0.38847401515245694,0.8417542126112146
ACCS,439.86419868198504,-0.030479434323135813,0.11564942113826063,0.38851636967986153,0.8417542126112146
ALKBH3,533.5213510152818,0.03806553117276315,0.11419588588757473,0.3885505177181782,0.8417542126112146
ZNF528,506.40454390711807,-0.03758093300473498,0.11411462312639331,0.3885700847675603,0.8417542126112146
CDC34,1744.1837819880448,0.03272848481662512,0.11545498234477393,0.3885986695819249,0.8417542126112146
WDR5,3885.240551213737,0.0347006354826741,0.11199968369347472,0.3887070183757953,0.8417542126112146
ENY2,2428.770982545619,0.046245771538424255,0.10933973005256571,0.3887272692216084,0.8417542126112146
BICDL1,2763.039160397235,-0.05031871270398668,0.10284575715988949,0.3887313064484358,0.8417542126112146
CRY2,945.0727213269671,0.048257320456213046,0.10921597300694538,0.3889153041068539,0.8417542126112146
PLXNA3,1711.4868648722977,-0.02977889726557305,0.11568767225247072,0.38895938446082473,0.8417542126112146
PIK3C2B,899.1149850668327,-0.041503417054298816,0.11213093187112425,0.38896352103906795,0.8417542126112146
TSPO,5096.387680609537,0.02243271015437478,0.11630738633176041,0.388994894871044,0.8417542126112146
MEGF8,3920.2901621750902,-0.04854420539881471,0.1124873021381763,0.3890305695607674,0.8417542126112146
PUSL1,1367.454090136055,0.03140207948553733,0.11555635237677807,0.38904687966541446,0.8417542126112146
LOC105371143,11.849014114459175,0.009650035070727885,0.11628585273749174,0.38906550642451465,0.8417542126112146
FRG1-DT,25.654185940355948,-0.022413187311759203,0.11622364189308615,0.3892063714355701,0.8417794201751757
ADAM23,83.09307744072335,-0.03490700773351838,0.11483434562048678,0.3893075235352909,0.8417794201751757
CIZ1,3319.9000793335053,0.04149375555417182,0.11265326061071569,0.3893092264919723,0.8417794201751757
TMEM196,10.740588459266954,-0.01517263666606393,0.11630011008153462,0.3893140332531725,0.8417794201751757
DNM3,81.98361456248817,-0.03416399522246841,0.11502902462781463,0.38931816174730266,0.8417794201751757
NFS1,1554.8453951110366,0.043522373434574,0.11122500470495467,0.3894642662524237,0.8418090362743533
HAGH,2122.726860361307,0.033125489179066464,0.11535276417411043,0.38949904915770917,0.8418090362743533
LOC101927468,11.325833086191388,0.01644441356287672,0.1163191567326575,0.3895864288611003,0.8418090362743533
C11orf96,19.921419398250134,0.014396659811615812,0.1163218879534887,0.3896495100951125,0.8418090362743533
RTL8B,20.365113382520942,-0.01847019213793988,0.1162976257223133,0.3896566305373587,0.8418090362743533
LINC00662,737.0973413552277,0.03945359898773473,0.1135340066990505,0.3897087359115083,0.8418090362743533
PIERCE2,80.89884699346716,0.02625896649494375,0.11609190737808124,0.38981934563025195,0.8418090362743533
DHX16,2228.885443879258,-0.04581534730953068,0.10878058978441969,0.3898229485306757,0.8418090362743533
SUMF2,9902.21690723165,0.030735440459420338,0.11483538089373921,0.3898329222977066,0.8418090362743533
GLRX5P3,9.854805988426032,0.013500911529918573,0.11630508814312354,0.38984503927082553,0.8418090362743533
MTERF2,762.9900790640594,0.03257311946641173,0.11523934948707361,0.389874520597513,0.8418090362743533
LOC124905202,70.75306745820882,0.026206158332917968,0.11606721088454149,0.38991028941956274,0.8418090362743533
TAF5L,2259.473303606818,-0.04778055173207183,0.10617256646997718,0.39003823766252194,0.8419344709354187
DUXAP8,3254.461731641426,-0.027997117760089573,0.11584765384728651,0.3901501010990535,0.8419344709354187
SP6,61.15758306860829,0.030231784207985272,0.115691830104997,0.39017552336383143,0.8419344709354187
ATP8B1,1945.174519830064,-0.039735036346052896,0.10973447780055551,0.39020040447817667,0.8419344709354187
ZNF468,1014.5752713676079,0.0463868388230434,0.10894700721260951,0.3902094369990426,0.8419344709354187
PIGX,2100.0773925403387,0.05004904587432361,0.10342889316998452,0.3902993515291601,0.841973864406608
MRNIP,1190.9067680952687,-0.03580457595355655,0.11409319193672553,0.3903660770386645,0.841973864406608
TCF20,2828.5462631471096,-0.04701081822677028,0.10706485779574791,0.3903723305142181,0.841973864406608
LOC442041,26.460160010152986,-0.02125181889041284,0.11624022962504141,0.39047770839789664,0.8420971473772373
RPUSD1,1469.441337061174,0.028214047633412592,0.11589801102420423,0.39066052686525443,0.8423062418696703
RPS4XP5,12.831860787023187,-0.01643855076769364,0.11628904839336773,0.3907118603797064,0.8423062418696703
PDRG1,1632.6976663292287,0.03206110536583115,0.11582758236971263,0.3907193578439188,0.8423062418696703
ERAP2,52.11735935541905,-0.019559073908767873,0.11627165377785893,0.39101815759783076,0.842836842273209
HLTF,2891.849255957863,-0.023587779475673545,0.11611709518364201,0.391062009444561,0.842836842273209
RRP36,2197.4862797759693,0.03784637024480714,0.11463294861635596,0.39111642826571585,0.8428501114551409
RASSF7,2666.496816501054,0.03929797421266533,0.11365180043051691,0.3912185231317967,0.8429113390597339
MAN1B1,2062.260601966047,-0.0459191158980656,0.10710002432831117,0.3913026462179736,0.8429113390597339
CFL1P1,29.903481809488387,0.0254707596385684,0.11609724069268021,0.3913060574522172,0.8429113390597339
TRIM68,760.8602002107522,0.04330875230976521,0.11135625622461391,0.39133790294871296,0.8429113390597339
OPTN,46.034757271354835,-0.02661902760417555,0.11593093841802231,0.3914988248865935,0.8430432953974024
LOC124903372,97.35936963560442,0.03347486083583342,0.11515156198761096,0.391500293218654,0.8430432953974024
BCOR,4657.5483340361525,-0.043049228032379545,0.11125521191545065,0.3915637273292713,0.8430432953974024
LOC101929566,22.892700109538925,0.01834257268226252,0.11629781442550936,0.391592259062284,0.8430432953974024
ZNF582-DT,29.454813871394844,0.021638606238909508,0.11624481018846539,0.39174095395531133,0.8431819505171139
MAGEA11,14.814963488246738,0.01700675429966047,0.11631618576167044,0.3917532264370054,0.8431819505171139
MAPK15,722.799747175683,-0.03556922532160536,0.11458939033959124,0.3919999365282496,0.8435670821244393
CYP2E1,20.28495231015032,-0.01846427726293976,0.11626509347413318,0.3920287699565935,0.8435670821244393
ACE,1137.1549068172928,-0.04688634650439535,0.10780422807695064,0.3921143860878864,0.843647362158291
HCFC2,873.3604272152452,-0.030392400484227144,0.11577866994183232,0.3921656391984945,0.8436536983200921
TRIM33,2641.2830312066258,-0.034758506098806846,0.11509932460361372,0.3922273470551494,0.8436754205342352
PLGRKT,1057.4304404098477,0.033144329077626246,0.11531656149855693,0.3922723554018546,0.8436754205342352
ST7-AS1,10.6035638840557,-0.013326976506343825,0.11628227196970764,0.39247624230958905,0.8439411306753458
SSRP1,13242.181454485557,0.042911733745322665,0.11188945771479643,0.39252385330753087,0.8439411306753458
HOXA3,259.04252578577285,-0.029699026299336226,0.11561823352952992,0.39254398178103206,0.8439411306753458
ZFC3H1,2718.8833055722594,-0.02375621865919477,0.11608975010064118,0.3926728247071698,0.8439411306753458
GRPEL1,3626.0419357061714,0.03943200811464131,0.11336255084619393,0.39268590306041323,0.8439411306753458
RESF1,972.4798173284285,-0.020066227338066588,0.11622463588705889,0.3927301510569451,0.8439411306753458
JAM3,26.156745442651882,-0.018480837676379855,0.1162610181202727,0.39281907555477386,0.8439411306753458
AGBL5,2969.4600026739085,0.035120703247170544,0.11308803588626969,0.3929166746229929,0.8439411306753458
FCMR,34.72058210974618,0.019080619447059525,0.11628516143457336,0.3929457808122008,0.8439411306753458
DPH6,1072.1660531000473,0.04720197374514016,0.10743107559498018,0.3929570760481095,0.8439411306753458
HSPA1L,73.69999094895876,0.032169976653857235,0.1155230934166652,0.39296698301284383,0.8439411306753458
ZNF418,329.6063819907662,-0.03708400459062082,0.1140161964904998,0.3929777417600884,0.8439411306753458
SMG1P4,9.20298981148644,-0.014569078515113491,0.11628117345066077,0.39311915132417,0.8439411306753458
ENAM,9.997718235544559,0.013647957884447236,0.11629631043806653,0.3931454950640595,0.8439411306753458
PUM1,4604.202303997144,-0.04127217083812463,0.11203365391980305,0.3931883941218557,0.8439411306753458
LOC100132172,15.425887588152188,-0.011653663207925121,0.11627347066579927,0.3932122274935536,0.8439411306753458
PLA2G4F,210.2831272575132,-0.0317518291451657,0.11529984107263441,0.39321741756214434,0.8439411306753458
ARMC5,276.13613098362674,0.03848629074907176,0.11366415189790112,0.3933493005946532,0.8440853884196801
GTF3C2,3305.727639496575,0.04308202356809556,0.11129160064344126,0.39349494869740953,0.8440853884196801
KDM3B,3280.475882639028,-0.04874973007462404,0.10389562207705105,0.3934971690292695,0.8440853884196801
ARMH1,55.860227001428875,-0.019247037293378746,0.11623787322604229,0.39357201928059654,0.8440853884196801
LOC105371622,24.44112597862311,-0.019302699128647148,0.1162320678524518,0.39366969498335286,0.8440853884196801
TBC1D3JP,36.10193842742303,0.027945866780674098,0.11584611738160136,0.39382317676914425,0.8440853884196801
TUBD1,549.9788048695347,0.044147602628229136,0.11051658062766839,0.3938303439678086,0.8440853884196801
BMPR2,2046.1581527952123,-0.035727893729810375,0.11433804661736585,0.3938410714337106,0.8440853884196801
PAF1,3478.2161409925593,0.03598717996526545,0.11431031241665963,0.39387216544731557,0.8440853884196801
GPALPP1,1863.4392992100077,-0.04433765658469479,0.1090658354194455,0.39389434682626095,0.8440853884196801
SYDE1,15.792859223027264,0.01881530510644134,0.1162776554325406,0.393931085843116,0.8440853884196801
RNF44,3281.6261799281015,-0.044594043847455925,0.10969872687868068,0.3939385772659282,0.8440853884196801
SOX9-AS1,502.6373896210404,-0.03837932857486245,0.1134339500926255,0.39399725708220273,0.8440853884196801
LRIG2,1074.996868636288,-0.04094451889168055,0.11226171445888897,0.3940044138001199,0.8440853884196801
ZNF70,422.832786208221,-0.044580517144087846,0.10977409743026632,0.3940096247364425,0.8440853884196801
ZMYND19,2514.4884908432605,0.030647028110324805,0.1155893977748803,0.39418428567722463,0.8443559873748375
GBE1,2615.205825730733,-0.04193211924860931,0.11247731665174111,0.3943300574109615,0.8445446840398112
TRAPPC12,1539.1729309492985,-0.0388273480856236,0.11341849846749258,0.39436909633214956,0.8445446840398112
RPSAP11,74.85365126793073,0.019355984829663653,0.11627061193922154,0.3944889458930341,0.8446977625154424
TSG101,3346.0225936948686,0.04122325379737405,0.11398558164390056,0.39459207791040063,0.8448150114781459
RFPL2,44.69479132564297,-0.02334189003046261,0.11609582603423632,0.3947103610736414,0.8448315849899131
HEXD,765.0344795347038,0.042851921558395185,0.11162050354678299,0.39471727151885694,0.8448315849899131
MRI1,1245.4624441018811,-0.043037557311463415,0.11056311941528894,0.394757375469718,0.8448315849899131
GDI2P2,218.09744873303384,-0.033646033512202224,0.11498007646788831,0.39480458086726866,0.8448315849899131
MRGBP,1458.975947678672,0.03509527515659491,0.11308524862351656,0.3948416970160141,0.8448315849899131
EEA1,1408.8704407530615,-0.021279923276801695,0.11615909246896151,0.39501519099569515,0.8450992644308245
POU2F2,25.653596259023274,-0.015262164385491783,0.1162640462178393,0.39510646566420626,0.8451909990641473
ZSWIM8,2869.7517373212654,-0.037038333547480644,0.1109703121014757,0.3951839082859491,0.845253126063174
MFAP3,1815.290171560019,-0.0461952253707417,0.10786820634102688,0.3955078796554245,0.8457238176054596
GOLGA6L3P,118.52496491484554,-0.020145434620206803,0.116195149066991,0.3955117724323424,0.8457238176054596
VRK2,782.8306800303308,-0.027116094138062773,0.11582169559367733,0.395549252301958,0.8457238176054596
KIFC1,3912.439616228232,0.035659525788620756,0.11459831986905236,0.39564248928281925,0.8458142433285114
GOLGA8Q,30.793727474678942,-0.019143696185659396,0.11622002660145443,0.3956884086116547,0.8458142433285114
MIR4500HG,119.70679692397478,-0.02440280168539779,0.11601868322493157,0.3958336249337116,0.8459997705086326
FANK1,34.65911918178015,-0.01686805571499667,0.11624320581352164,0.3959734277097012,0.8459997705086326
ACY1,201.62676543407215,0.027483680853484162,0.11593463119846174,0.39604912317960045,0.8459997705086326
ZNF776,692.9908137479083,-0.04544750089985842,0.10855674685312347,0.39609290271227043,0.8459997705086326
PDE6C,37.29727458593789,-0.015206022720478036,0.11626640259724502,0.39612596582906406,0.8459997705086326
OPHN1,433.36686140360206,-0.0346472359815017,0.11460731780110382,0.3961457774750348,0.8459997705086326
OSBPL3,1919.5273991120084,-0.04129893380607914,0.11182058511656269,0.39615786344261117,0.8459997705086326
HS3ST1,12.891409247577117,-0.015723322532942452,0.11625883455590703,0.39616274182430133,0.8459997705086326
AFG3L2,3256.482555737355,-0.04174575170834874,0.11167749532419448,0.39625152580321354,0.8460859086229761
MOSPD1,405.8675254841708,0.03956779157442026,0.11300034871189568,0.3963008497196428,0.8460877798904451
IRF2BP1,2925.718630368916,0.03056839000045828,0.11548058915706992,0.39642829708787064,0.8461355515685196
ASCC2,2065.4719748026077,0.040737196178496284,0.11286255438233754,0.3964465414127742,0.8461355515685196
PLEKHA3,952.7836822579552,0.044192822339911016,0.1101591250589262,0.39646857641349037,0.8461355515685196
MED30,724.1260538666428,0.03520730991197386,0.11469334659892269,0.39671593872302413,0.846305051884993
ZNF467,526.3837804893236,0.03502133183688955,0.11469296682056758,0.3967618087032943,0.846305051884993
SPATA25,77.05996894967228,-0.028214051365567424,0.11567218426544042,0.3967838324069113,0.846305051884993
ZNF57,36.42774232791213,-0.027730943628516497,0.115690364483944,0.3968429209797482,0.846305051884993
PLCH1,773.1836868399424,-0.039047512378530845,0.11295384306353368,0.3968989277227771,0.846305051884993
EHD1,1094.1856051211744,0.030728805061272586,0.11550508473273909,0.3969172994324774,0.846305051884993
TCEAL4,4071.3759007755725,0.030989433123941618,0.11543008094020384,0.39694182371116615,0.846305051884993
NAP1L1,35237.24351083658,0.04233990462509771,0.11260135904524333,0.3969552062855661,0.846305051884993
OR51B4,9.483877583771987,-0.014906251079949785,0.11625824011188222,0.3971220812057538,0.846305051884993
N4BP2L2-IT2,316.35663573502865,-0.02883705492351818,0.1156235394692975,0.3971257588781051,0.846305051884993
PGLYRP1,16.183686447415905,0.014487792288818054,0.11627919427268968,0.39712670803860145,0.846305051884993
TBC1D9B,5285.516621628991,-0.04538728252067651,0.10843386457639773,0.3972167420374047,0.846305051884993
ATP1B3,2600.654413919032,0.04171432025592347,0.1117755806916343,0.3972522835095079,0.846305051884993
CACNB3,2061.0628813580297,0.04616097283826562,0.10701494195734713,0.3973196926008419,0.846305051884993
PHKG2,1949.58540366058,0.03957015293519042,0.1131139081396811,0.397329678430943,0.846305051884993
KLHDC2,2959.720591896837,0.04855975520676791,0.10495377748586769,0.3973668196387985,0.846305051884993
FLAD1,3559.2547764848664,0.02812048943148126,0.11575936928125846,0.39745911040018056,0.846305051884993
DDB2,1754.1558528281703,0.042786656551435306,0.11110865828652569,0.39748318343455874,0.846305051884993
TMLHE,219.46656465024924,-0.036078042319896475,0.11409375681843575,0.39749985494747153,0.846305051884993
MAN1A2,1995.0447621561127,-0.02939755180460396,0.11549506074418252,0.39754196794785773,0.846305051884993
SARS2,361.71972163154686,0.03133459914062735,0.11532506095520981,0.39759373785459984,0.846305051884993
GDE1,2778.960755654409,0.03445359431131464,0.11291903085694849,0.3976235707469842,0.846305051884993
EIF2B2,1483.9657973326296,0.030848800058778134,0.11567454242124144,0.3976625776321721,0.846305051884993
HNRNPKP2,840.9272266643992,0.04262563183578936,0.11111624255570363,0.3978431221800521,0.8464136117099047
STRADB,833.6723571310673,0.04416266067305979,0.10994501332956925,0.3978475655315245,0.8464136117099047
BICD1,903.5488692608793,-0.03685171040373549,0.11299733099085502,0.3979111282809071,0.8464136117099047
RNF112,10.325995462486487,0.015180801753143255,0.11626794944781088,0.3979135178604248,0.8464136117099047
NGRN,1752.6708492287555,0.03634649324432502,0.11423197683435346,0.3979906652583377,0.8464136117099047
