gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
FAM149B1,1434.4426933571012,-0.020973095421666737,0.10598806302427903,0.6533881900476559,0.9184090567886979
EXOSC2,3734.0275795654074,0.022748351845797536,0.10356778069007484,0.6534028472453637,0.9184090567886979
FAM161B,165.5830750198848,0.02010904368926775,0.10724175289861661,0.6534854892183377,0.9184090567886979
FAM237B,123.00856800818347,-0.00831781690281497,0.1150922307345226,0.6535014303508355,0.9184090567886979
LRRC43,93.54312464357339,0.018050371798449066,0.10982724620367992,0.6535353014909654,0.9184090567886979
CDCA7L,229.89237115475657,0.01801396688101663,0.10989098758949474,0.6535527767295728,0.9184090567886979
STX7,1122.7728260705996,0.022544198920426074,0.10340435056438536,0.6535841398668734,0.9184090567886979
AREG,10.629784926045991,0.008393742446212315,0.11512078155121845,0.6536443165752333,0.9184090567886979
PODNL1,16.138034630951022,-0.008787449816517199,0.11495980692396342,0.6537370607637738,0.9184090567886979
TTC21A,234.91375388609558,-0.018362316656835454,0.10935852567698696,0.6538575843126399,0.9184090567886979
CDKN1A,3968.9841868312037,0.01771470500890714,0.11019439352547859,0.6538988698336158,0.9184090567886979
ARHGAP4,114.5482348755883,-0.017888667674418643,0.10977672340189253,0.6539110235954462,0.9184090567886979
ASNSP3,23.092780831787024,-0.006203552180299527,0.11560837625053541,0.6539224170471657,0.9184090567886979
RNPC3P1,26.521705495397793,-0.007246602061386796,0.11537767594143339,0.6539784237716919,0.9184090567886979
CDS1,2143.506815714862,-0.019652469447098187,0.10755585037024222,0.6539930731919519,0.9184090567886979
VCAN,137.58458563638416,0.016619473674292225,0.11105690272228115,0.6541516492094532,0.9185168281148917
SIN3A,3097.3244825391225,-0.023244398200378498,0.10200317599996843,0.6543493123069335,0.9185168281148917
ZNF845,394.8553758847172,0.016214317383686956,0.11137866472181769,0.6543540578721821,0.9185168281148917
GUCY1A1,311.5680697903288,-0.014982073653501933,0.11205919190966533,0.6543774261551312,0.9185168281148917
ZNF426,865.9025254851622,-0.023089206644084866,0.10205921307090893,0.6544209563703166,0.9185168281148917
OCA2,9.417402712113223,0.007242087010392033,0.11541290360907043,0.6544364072400992,0.9185168281148917
EWSR1,14786.556015391276,0.028777420347706893,0.0976342782101916,0.654458337983309,0.9185168281148917
MIR1302-8,6.376429716623107,-0.004027055164587586,0.11596493450657916,0.6544905754158103,0.9185168281148917
ZNF383,638.9982322661418,-0.018970821605518932,0.10855883170845133,0.6545777740936192,0.9185629903361756
ST14,3751.2266805069958,-0.017682651272383065,0.1097573389937143,0.6546286634060949,0.9185629903361756
LUCAT1,28.688211422927093,0.012288832828588276,0.11367724070205204,0.6547762611675247,0.9186643880950042
PPP1R13L,2182.9105031724516,-0.017713727053473186,0.10958825494620156,0.6548061327878271,0.9186643880950042
KCTD19,10.723852591116142,-0.007945712108231742,0.11519960972581601,0.6548789202026454,0.9186927032226684
WDR43,3581.6564234597827,-0.02163650647123136,0.10486774950150536,0.6549862197972328,0.918769425103524
PPP3CA,16465.69645323759,-0.019880783458189957,0.10899179416189826,0.6550983002438613,0.9188528403709577
FILIP1L,50.74857831750783,-0.01386178781159651,0.11274594992398948,0.655280276169693,0.9189695054635353
CHTF8,290.42215900057244,-0.01619192195588014,0.11115279875439672,0.6553364891464384,0.9189695054635353
CASK,1968.5822900382936,-0.021460565793705914,0.10512892581782064,0.6554061340573067,0.9189695054635353
PIP4K2C,3585.6134590144575,0.021366625337150284,0.10566960103090729,0.6554157585222995,0.9189695054635353
DUSP11,737.3795047612854,0.021874460648994096,0.10484273982106256,0.6554445808551188,0.9189695054635353
PLAC8,27.531539445530708,-0.011368303935252816,0.11399698419912008,0.6555413255265372,0.9190313646139074
MAN2B1,1880.620666366296,0.018072644458401652,0.10976095477199636,0.6557347484192318,0.9191310490067952
MTHFD1,6612.150454159052,-0.022324699253696186,0.10321757108030363,0.6557535766862714,0.9191310490067952
RPS2P20,257.6667732606174,0.013395757959798337,0.11312506882229716,0.6558090997010144,0.9191310490067952
DENND1B,1039.7359287963088,-0.01174272633323298,0.11378814727885057,0.6558229501645485,0.9191310490067952
SUMO2P19,22.507924337365115,-0.008364189420530313,0.11506771571249014,0.6559720458290619,0.9192662340201201
RGS11,156.96197052004442,-0.015468040689801841,0.11164722662580505,0.6561299593315213,0.9193976637057922
TRAF7,5156.9378830807755,0.01707741345992671,0.11035636968132385,0.656171122333314,0.9193976637057922
PPP1CB,10222.038998021302,0.022211365330666224,0.10507951512635007,0.6562670304664966,0.9194582767803366
RNU6-45P,16.19654518007421,-0.010809780143063724,0.1142231924483927,0.6563756974116348,0.9195367543395468
IQSEC3,9.267449964511181,0.00708062513962007,0.11543080446451756,0.6565154940058686,0.9195741535016284
CMTR1,2185.449883720975,-0.023743602615409153,0.09850702372660063,0.6565188838234737,0.9195741535016284
HNRNPH3,10434.403395833351,0.017179735241604606,0.1102543970022416,0.6566232708537091,0.9195741535016284
CHEK1,2196.916878957179,-0.022540872196806547,0.1028234362094451,0.6566577449722196,0.9195741535016284
SIX5,315.4159635700238,-0.016515404706094066,0.11080693659349411,0.6566842294860711,0.9195741535016284
UBE3D,171.04636847874835,-0.019121351295892142,0.10825070172281671,0.6567473374469701,0.9195741535016284
RPAP1,1526.2387233864195,-0.02426303596722531,0.10367532792595047,0.656770981254341,0.9195741535016284
MTMR6,1687.2245094570665,-0.01837977665356655,0.10883556069610652,0.6569346515809115,0.9195883293943368
RTKN2,2213.1660102739706,-0.013738327510492872,0.11271547161813102,0.6569518663951371,0.9195883293943368
METAP1,2994.3986051733355,-0.02148322240878631,0.10497199184277982,0.6569583369002707,0.9195883293943368
FBXO22,2250.195817720923,-0.02197048945357453,0.10404140751305431,0.6569917307520121,0.9195883293943368
KLK13,59.325683026149164,0.012903028418268205,0.11327682365013243,0.6571362827223024,0.9196548695880529
CPNE5,10.112746361967696,-0.008260489099084323,0.11508462553871922,0.657166440104246,0.9196548695880529
C1S,103.39409604231577,0.01763579956824065,0.10998775841377427,0.657208855895929,0.9196548695880529
CHURC1-FNTB,7.83052548442296,0.0066294665159689695,0.11552582557484181,0.6572536426454056,0.9196548695880529
NAA15,3574.16382957369,-0.017569081293043246,0.11123554460961026,0.657356304182563,0.9196548695880529
UBAP2,3652.057357012776,-0.03798349329546757,0.10167312737647094,0.6573897134406446,0.9196548695880529
RPL10L,19.933645920189733,0.008601173380180595,0.1150254332030328,0.6574078900559581,0.9196548695880529
SHLD1,176.49301710487597,0.013003427942505086,0.11327905858391646,0.657485952437487,0.9196741363927022
ZFYVE28,167.37864846834205,0.01867966183475383,0.10895563167161601,0.6575586290176141,0.9196741363927022
LOC124904643,11.612425491160954,0.00676261123120521,0.11549760003594291,0.6576850276331958,0.9196741363927022
MORN3,236.21840919210726,0.020761330209547842,0.10625810166603647,0.6577033964048123,0.9196741363927022
DHCR24,17199.249355716045,0.014781441291198669,0.11230255906941537,0.6577368143618287,0.9196741363927022
CATSPER3,32.992208222421816,0.013709268720437658,0.11285535690749501,0.6577376296120505,0.9196741363927022
PCIF1,1283.4202299261162,0.01780690592303064,0.10962113516924052,0.6578317137892233,0.9197320510459528
HOXB3,619.398144211962,-0.01755934292271658,0.10975419567551248,0.6580890566809654,0.9198365830443785
SRRT,7459.697406672462,0.022234372896100682,0.10142544383891444,0.6581250179806053,0.9198365830443785
SPON2,41.37292935367686,0.010564415136370383,0.11435615010429687,0.6581653301529367,0.9198365830443785
NKAIN1,377.27078019550737,0.019648733234229332,0.10828957274814348,0.6582245047984694,0.9198365830443785
TAFAZZIN,993.0274515759078,0.020455391514689468,0.10665410784059759,0.6582415283951826,0.9198365830443785
GHITM,16606.15606917093,0.016025179070798326,0.10823943554246174,0.6582455174172386,0.9198365830443785
ZNF836,173.50124325394754,-0.019613541566865164,0.10739775608067456,0.6583163708888844,0.9198365830443785
GATD1-DT,392.62394165550677,-0.02158062065548144,0.10464377935309173,0.6583278430755661,0.9198365830443785
MTHFR,997.9639573790404,-0.022491044563764342,0.10222137394490372,0.6585105793085271,0.9200183005635293
CFC1B,1641.9536415080747,-0.01808376875872739,0.10915111305031014,0.6585650803077556,0.920020843332105
CHRNE,725.3292459455316,0.020207493960135783,0.10789592015793292,0.6586244622083659,0.920030203807943
PARP8,252.9109786066596,0.01315290052541613,0.11316673699064166,0.6587225219568891,0.9200337898690273
MAJIN,100.58835635242353,0.016413700989620906,0.11093070591263357,0.6587761399611063,0.9200337898690273
ZNF397,2863.1598749460377,-0.016522801367084936,0.1106239046489227,0.6587850745712429,0.9200337898690273
DHX29,1307.3977214174583,-0.01617794037790497,0.11093899185218493,0.6589415168165127,0.9201786862053077
RSAD2,100.27610550467598,-0.01440561054724427,0.11227240779038619,0.6590816722242189,0.9202109982809248
CAPN1,3212.561869851448,0.01816059027545764,0.11010828039461538,0.6590917604425425,0.9202109982809248
CTDSPL2,2727.458278684735,-0.02102489113229581,0.10523026218177796,0.6591227311896524,0.9202109982809248
SNRPGP14,23.186448011855205,-0.007348083918606139,0.11531365307165144,0.6592057378448689,0.9202255810509621
LANCL3,41.203130711548134,0.01131812335069885,0.11402925594686578,0.6592385618717698,0.9202255810509621
RPS2P14,23.97117755913823,-0.012495010436471585,0.11338221017376132,0.65949511297319785,0.9203930560873402
STARD9,44.30085723025952,0.014970350650328187,0.11199983394484345,0.6595718227213003,0.9203930560873402
DCPH1,1046.2955099143092,0.018678658161426737,0.10780657731555587,0.659583014357197,0.9203930560873402
SF3A1,4347.156995785083,0.018854282692298698,0.10810149396729704,0.6595874397312501,0.9203930560873402
TROAP,4086.204245463095,0.021570390023954528,0.10499448506101021,0.6596220505032725,0.9203930560873402
SPATA1,26.573382914331443,-0.00959106444471993,0.11461999889472684,0.6597025056790299,0.9204317775168633
SLAIN2,5273.89102235432,-0.018331537819049424,0.1062005395901224,0.6598259294877751,0.9205304387741257
C9orf153,13.101409960919865,0.007782625671704839,0.11523431237972899,0.6599008804119364,0.9205369199881969
OBI1,760.9548304337765,0.018799300007928225,0.10863771916496655,0.6599359962352397,0.9205369199881969
ARIH2,6050.009152762298,-0.0231391170406254,0.10117201881054579,0.6601068314055558,0.9205682844691048
ADAR,13383.774013814165,-0.02244615465583764,0.10286838267087772,0.6601627175207521,0.9205682844691048
NOP56,9220.350142150886,0.02194088713136105,0.10386424058810516,0.6603059211896337,0.9205682844691048
INHBE,22.060663484316777,-0.011295659951602765,0.11392437082948509,0.6604208239178535,0.9205682844691048
FKRP,547.4880292559624,-0.021732341518123498,0.10412452184897987,0.6604373408380197,0.9205682844691048
ORAI3,397.1120332359737,0.02098603004915032,0.10561927374512639,0.6604605251987672,0.9205682844691048
LRIG2-DT,9.941750494351188,-0.0059599002301106265,0.11562563229832265,0.6604654619003052,0.9205682844691048
LHFPL4,65.87673498908526,-0.01380563527874306,0.11260558048908641,0.6604845524436606,0.9205682844691048
PJVK,63.92066435374206,0.0138114955946712,0.11271320059520248,0.6605426431605882,0.9205682844691048
PKNOX1,1100.5519571496586,0.023669929517387295,0.09914655205818618,0.6605594909336818,0.9205682844691048
CSGALNACT2-DT,23.872568906397827,0.010654536193583348,0.11426676087701647,0.6605932772297882,0.9205682844691048
STEAP1,9276.334267308388,-0.0182380633108192,0.10812385175614987,0.6606890834515126,0.9205682844691048
RASEF,1505.069579453754,0.017592991841732283,0.10898302038959994,0.6607284015560166,0.9205682844691048
PPP1R27,10.044847530317808,-0.0072187976258826485,0.11533369600287763,0.6609639069816617,0.9205682844691048
CDAN1,1118.9316333436093,0.022004760211492412,0.10706674757950002,0.6609683577574506,0.9205682844691048
BTN3A2,612.9875004533301,0.02147417701494988,0.10480538910576778,0.6610964478386375,0.9205682844691048
ETAA1,708.1948741488886,-0.010605862327194689,0.11418160797155896,0.6611056481410801,0.9205682844691048
CNOT4,978.8391638605646,-0.0201344378613979,0.10659036762887902,0.6611571286681169,0.9205682844691048
CISD1,1756.070401042285,0.021306777644286363,0.10502882928488531,0.6612064537504975,0.9205682844691048
PNKD,5642.542983816201,0.015267448983829172,0.11182744419238719,0.661331237788408,0.9205682844691048
RABL6,7621.958542754505,-0.023410775433601483,0.10185489761813259,0.6613574348361972,0.9205682844691048
SAP30L,1382.6255099928424,0.023061796275386175,0.10145363726459178,0.6613900798078229,0.9205682844691048
MTG2,1491.75424585357,0.021051091589915184,0.10541817844399724,0.6614084456243436,0.9205682844691048
RPSAP3,14.735929209994893,0.007076550415347915,0.11540000242731856,0.6614616625451593,0.9205682844691048
CDC27,2834.051949968092,-0.018699904892843826,0.10668030881575696,0.6614625685422622,0.9205682844691048
TMEM30A,5518.804775003955,-0.019790284695074833,0.10614958392013232,0.661488692401119,0.9205682844691048
MTUS1,1823.4255129789756,-0.01671111938029227,0.11033844265466056,0.6615318182616414,0.9205682844691048
PCOTH,42.82226068503679,0.012473594216433695,0.11341487129524921,0.661557404318227,0.9205682844691048
RAI14,886.7584082717716,0.01685354474445358,0.11050497942167022,0.6615962981454129,0.9205682844691048
TPM3,15045.839862627656,0.018827843406125498,0.10852660829722184,0.661627537450515,0.9205682844691048
PHF20L1,1531.8782723533288,-0.01437637119875063,0.11214397272360471,0.6616630256070419,0.9205682844691048
LOC105378153,36.40654005770443,0.010681001982006477,0.11424444514681122,0.6616639919757628,0.9205682844691048
CAPRIN2,666.2372839847984,-0.014107839919697112,0.1115710975390499,0.6617441153166876,0.9205682844691048
ZCCHC8,2371.7928077402835,-0.01895194893994178,0.10799543630524816,0.6617981373022491,0.9205682844691048
DKC1,6694.505759897685,0.02329736514173275,0.0993332826339595,0.6618034133938164,0.9205682844691048
EARS2,2161.911546519263,-0.020784738549552862,0.1049018183908823,0.6619010573334727,0.9205840889809039
FAM210A,1086.0222696981548,-0.018499680185453126,0.1087570380369639,0.661939854800949,0.9205840889809039
ZFP37,376.8112820668694,0.010302786299339204,0.11441986120214558,0.6619993577999324,0.9205840889809039
RPL31P10,99.2354502290115,0.015869677880286107,0.1114037474341182,0.6620256283503878,0.9205840889809039
CRLS1,953.8445549456841,-0.019090562970115386,0.10773815365488831,0.6621359430765719,0.9206272813358276
PSTK,174.53444399302631,-0.01800587379011233,0.10672599732500059,0.6621621209836996,0.9206272813358276
TIGD5,747.9245736555035,0.014113643528366738,0.11250363750844596,0.6622235628921636,0.920639412700903
CORO1B,8694.1397609326,0.007696668961034367,0.11066842503430922,0.6624476772792374,0.920792776736621
ZNF311,211.53524116392035,-0.013088850147981623,0.11292465863725608,0.6625234486752573,0.920792776736621
ASTN1,27.909245723347013,-0.009917939472358032,0.11445450186800146,0.66253511922716,0.920792776736621
EFCAB5,14.28967123728217,-0.009894391778178108,0.11448021771881688,0.6625447796880657,0.920792776736621
CPSF3,2336.849840454424,0.01889525155349783,0.10130282813282863,0.6626295494354227,0.9208364094708581
LPL,259.9629683462601,-0.01238332508704061,0.113327559576728,0.6627150305611207,0.9208364094708581
RENO1,687.5573846236188,-0.021661090501397157,0.1036531061931967,0.6627887654208677,0.9208364094708581
TM9SF1,346.58652719237625,-0.020716146686895285,0.10542286373887536,0.6627990602473621,0.9208364094708581
ESYT2,7677.938164196073,-0.0181084260408254,0.10077744076475108,0.6629312677693606,0.9208364094708581
DCXR,10989.242604048528,0.011795823164975591,0.11379697038348471,0.6629377025256162,0.9208364094708581
LSM14B,3253.421769335795,0.023188549891918916,0.10059054806101805,0.6630569310775551,0.9208364094708581
MBOAT1,35.33600793908357,0.010749942596160939,0.11419565213747869,0.6631158305694502,0.9208364094708581
FZR1,2408.6654905879527,0.01886794762971924,0.10799812232719831,0.6631811989396215,0.9208364094708581
PMPCA,4087.544882701341,0.01798372973114677,0.107551931292866,0.663194703026431,0.9208364094708581
CEP85,1973.199136514237,-0.021226590852463114,0.1019909250989549,0.6632288851446755,0.9208364094708581
RNF13,1658.3503652510772,0.0185820035956741,0.10957821458481463,0.6632606803721623,0.9208364094708581
RAPGEF3,107.62775614141735,-0.017854974298543408,0.10917304436990731,0.6633386360336185,0.9208364094708581
